inning,half,run_diff,outs,base_state,home_win_prob
4,top,-1,2,7,0.349
4,top,0,2,7,0.471
4,top,1,2,7,0.596
4,top,2,2,7,0.705
4,top,3,2,7,0.794
4,top,4,2,7,0.862
4,top,5,2,7,0.911
4,bottom,-5,0,0,0.083
4,bottom,-4,0,0,0.133
4,bottom,-3,0,0,0.203
4,bottom,-2,0,0,0.3
4,bottom,-1,0,0,0.421
4,bottom,0,0,0,0.559
4,bottom,1,0,0,0.69
4,bottom,2,0,0,0.793
4,bottom,3,0,0,0.868
4,bottom,4,0,0,0.919
4,bottom,5,0,0,0.952
4,bottom,-5,0,1,0.107
4,bottom,-4,0,1,0.165
4,bottom,-3,0,1,0.245
4,bottom,-2,0,1,0.347
4,bottom,-1,0,1,0.47
4,bottom,0,0,1,0.602
4,bottom,1,0,1,0.723
4,bottom,2,0,1,0.816
4,bottom,3,0,1,0.884
4,bottom,4,0,1,0.929
4,bottom,5,0,1,0.958
4,bottom,-5,0,2,0.119
4,bottom,-4,0,2,0.181
4,bottom,-3,0,2,0.267
4,bottom,-2,0,2,0.376
4,bottom,-1,0,2,0.503
4,bottom,0,0,2,0.634
4,bottom,1,0,2,0.748
4,bottom,2,0,2,0.835
4,bottom,3,0,2,0.896
4,bottom,4,0,2,0.937
4,bottom,5,0,2,0.963
4,bottom,-5,0,3,0.148
4,bottom,-4,0,3,0.219
4,bottom,-3,0,3,0.31
4,bottom,-2,0,3,0.42
4,bottom,-1,0,3,0.541
4,bottom,0,0,3,0.663
4,bottom,1,0,3,0.768
4,bottom,2,0,3,0.848
4,bottom,3,0,3,0.905
4,bottom,4,0,3,0.942
4,bottom,5,0,3,0.966
4,bottom,-5,0,4,0.128
4,bottom,-4,0,4,0.197
4,bottom,-3,0,4,0.289
4,bottom,-2,0,4,0.406
4,bottom,-1,0,4,0.54
4,bottom,0,0,4,0.67
4,bottom,1,0,4,0.777
4,bottom,2,0,4,0.856
4,bottom,3,0,4,0.911
4,bottom,4,0,4,0.947
4,bottom,5,0,4,0.969
4,bottom,-5,0,5,0.166
4,bottom,-4,0,5,0.244
4,bottom,-3,0,5,0.343
4,bottom,-2,0,5,0.46
4,bottom,-1,0,5,0.587
4,bottom,0,0,5,0.706
4,bottom,1,0,5,0.803
4,bottom,2,0,5,0.873
4,bottom,3,0,5,0.922
4,bottom,4,0,5,0.953
4,bottom,5,0,5,0.973
4,bottom,-5,0,6,0.179
4,bottom,-4,0,6,0.261
4,bottom,-3,0,6,0.365
4,bottom,-2,0,6,0.487
4,bottom,-1,0,6,0.612
4,bottom,0,0,6,0.726
4,bottom,1,0,6,0.817
4,bottom,2,0,6,0.883
4,bottom,3,0,6,0.928
4,bottom,4,0,6,0.957
4,bottom,5,0,6,0.975
4,bottom,-5,0,7,0.214
4,bottom,-4,0,7,0.302
4,bottom,-3,0,7,0.407
4,bottom,-2,0,7,0.524
4,bottom,-1,0,7,0.642
4,bottom,0,0,7,0.747
4,bottom,1,0,7,0.832
4,bottom,2,0,7,0.892
4,bottom,3,0,7,0.934
4,bottom,4,0,7,0.961
4,bottom,5,0,7,0.977
4,bottom,-5,1,0,0.07
4,bottom,-4,1,0,0.114
4,bottom,-3,1,0,0.18
4,bottom,-2,1,0,0.271
4,bottom,-1,1,0,0.391
4,bottom,0,1,0,0.532
4,bottom,1,1,0,0.67
4,bottom,2,1,0,0.779
4,bottom,3,1,0,0.858
4,bottom,4,1,0,0.913
4,bottom,5,1,0,0.948
4,bottom,-5,1,1,0.085
4,bottom,-4,1,1,0.135
4,bottom,-3,1,1,0.207
4,bottom,-2,1,1,0.304
4,bottom,-1,1,1,0.425
4,bottom,0,1,1,0.562
4,bottom,1,1,1,0.692
4,bottom,2,1,1,0.795
4,bottom,3,1,1,0.869
4,bottom,4,1,1,0.92
4,bottom,5,1,1,0.952
4,bottom,-5,1,2,0.092
4,bottom,-4,1,2,0.145
4,bottom,-3,1,2,0.221
4,bottom,-2,1,2,0.322
4,bottom,-1,1,2,0.447
4,bottom,0,1,2,0.583
4,bottom,1,1,2,0.709
4,bottom,2,1,2,0.807
4,bottom,3,1,2,0.878
4,bottom,4,1,2,0.925
4,bottom,5,1,2,0.956
4,bottom,-5,1,3,0.11
4,bottom,-4,1,3,0.169
4,bottom,-3,1,3,0.249
4,bottom,-2,1,3,0.351
4,bottom,-1,1,3,0.473
4,bottom,0,1,3,0.604
4,bottom,1,1,3,0.724
4,bottom,2,1,3,0.817
4,bottom,3,1,3,0.884
4,bottom,4,1,3,0.929
4,bottom,5,1,3,0.958
4,bottom,-5,1,4,0.104
4,bottom,-4,1,4,0.163
4,bottom,-3,1,4,0.247
4,bottom,-2,1,4,0.356
4,bottom,-1,1,4,0.487
4,bottom,0,1,4,0.624
4,bottom,1,1,4,0.742
4,bottom,2,1,4,0.831
4,bottom,3,1,4,0.894
4,bottom,4,1,4,0.936
4,bottom,5,1,4,0.962
4,bottom,-5,1,5,0.12
4,bottom,-4,1,5,0.184
4,bottom,-3,1,5,0.271
4,bottom,-2,1,5,0.38
4,bottom,-1,1,5,0.508
4,bottom,0,1,5,0.638
4,bottom,1,1,5,0.752
4,bottom,2,1,5,0.837
4,bottom,3,1,5,0.898
4,bottom,4,1,5,0.938
4,bottom,5,1,5,0.964
4,bottom,-5,1,6,0.137
4,bottom,-4,1,6,0.207
4,bottom,-3,1,6,0.299
4,bottom,-2,1,6,0.413
4,bottom,-1,1,6,0.54
4,bottom,0,1,6,0.665
4,bottom,1,1,6,0.771
4,bottom,2,1,6,0.851
4,bottom,3,1,6,0.907
4,bottom,4,1,6,0.944
4,bottom,5,1,6,0.967
4,bottom,-5,1,7,0.156
4,bottom,-4,1,7,0.229
4,bottom,-3,1,7,0.322
4,bottom,-2,1,7,0.432
4,bottom,-1,1,7,0.554
4,bottom,0,1,7,0.674
4,bottom,1,1,7,0.777
4,bottom,2,1,7,0.854
4,bottom,3,1,7,0.909
4,bottom,4,1,7,0.945
4,bottom,5,1,7,0.968
4,bottom,-5,2,0,0.061
4,bottom,-4,2,0,0.102
4,bottom,-3,2,0,0.163
4,bottom,-2,2,0,0.252
4,bottom,-1,2,0,0.369
4,bottom,0,2,0,0.513
4,bottom,1,2,0,0.655
4,bottom,2,2,0,0.768
4,bottom,3,2,0,0.851
4,bottom,4,2,0,0.908
4,bottom,5,2,0,0.945
4,bottom,-5,2,1,0.068
4,bottom,-4,2,1,0.112
4,bottom,-3,2,1,0.177
4,bottom,-2,2,1,0.268
4,bottom,-1,2,1,0.387
4,bottom,0,2,1,0.528
4,bottom,1,2,1,0.666
4,bottom,2,2,1,0.776
4,bottom,3,2,1,0.857
4,bottom,4,2,1,0.912
4,bottom,5,2,1,0.948
4,bottom,-5,2,2,0.072
4,bottom,-4,2,2,0.118
4,bottom,-3,2,2,0.185
4,bottom,-2,2,2,0.279
4,bottom,-1,2,2,0.4
4,bottom,0,2,2,0.542
4,bottom,1,2,2,0.677
4,bottom,2,2,2,0.784
4,bottom,3,2,2,0.862
4,bottom,4,2,2,0.915
4,bottom,5,2,2,0.95
4,bottom,-5,2,3,0.081
4,bottom,-4,2,3,0.129
4,bottom,-3,2,3,0.199
4,bottom,-2,2,3,0.294
4,bottom,-1,2,3,0.414
4,bottom,0,2,3,0.552
4,bottom,1,2,3,0.685
4,bottom,2,2,3,0.789
4,bottom,3,2,3,0.866
4,bottom,4,2,3,0.917
4,bottom,5,2,3,0.951
4,bottom,-5,2,4,0.073
4,bottom,-4,2,4,0.12
4,bottom,-3,2,4,0.188
4,bottom,-2,2,4,0.283
4,bottom,-1,2,4,0.405
4,bottom,0,2,4,0.547
4,bottom,1,2,4,0.681
4,bottom,2,2,4,0.787
4,bottom,3,2,4,0.864
4,bottom,4,2,4,0.917
4,bottom,5,2,4,0.951
4,bottom,-5,2,5,0.083
4,bottom,-4,2,5,0.132
4,bottom,-3,2,5,0.203
4,bottom,-2,2,5,0.3
4,bottom,-1,2,5,0.421
4,bottom,0,2,5,0.56
4,bottom,1,2,5,0.691
4,bottom,2,2,5,0.794
4,bottom,3,2,5,0.868
4,bottom,4,2,5,0.919
4,bottom,5,2,5,0.952
4,bottom,-5,2,6,0.09
4,bottom,-4,2,6,0.142
4,bottom,-3,2,6,0.216
4,bottom,-2,2,6,0.314
4,bottom,-1,2,6,0.434
4,bottom,0,2,6,0.57
4,bottom,1,2,6,0.698
4,bottom,2,2,6,0.799
4,bottom,3,2,6,0.872
4,bottom,4,2,6,0.921
4,bottom,5,2,6,0.953
4,bottom,-5,2,7,0.104
4,bottom,-4,2,7,0.159
4,bottom,-3,2,7,0.236
4,bottom,-2,2,7,0.335
4,bottom,-1,2,7,0.454
4,bottom,0,2,7,0.586
4,bottom,1,2,7,0.71
4,bottom,2,2,7,0.807
4,bottom,3,2,7,0.877
4,bottom,4,2,7,0.925
4,bottom,5,2,7,0.955
5,top,-5,0,0,0.057
5,top,-4,0,0,0.095
5,top,-3,0,0,0.154
5,top,-2,0,0,0.239
5,top,-1,0,0,0.356
5,top,0,0,0,0.5
5,top,1,0,0,0.644
5,top,2,0,0,0.761
5,top,3,0,0,0.846
5,top,4,0,0,0.905
5,top,5,0,0,0.943
5,top,-5,0,1,0.05
5,top,-4,0,1,0.084
5,top,-3,0,1,0.136
5,top,-2,0,1,0.213
5,top,-1,0,1,0.319
5,top,0,0,1,0.453
5,top,1,0,1,0.592
5,top,2,0,1,0.712
5,top,3,0,1,0.807
5,top,4,0,1,0.876
5,top,5,0,1,0.923
5,top,-5,0,2,0.044
5,top,-4,0,2,0.074
5,top,-3,0,2,0.121
5,top,-2,0,2,0.192
5,top,-1,0,2,0.29
5,top,0,0,2,0.417
5,top,1,0,2,0.557
5,top,2,0,2,0.685
5,top,3,0,2,0.788
5,top,4,0,2,0.863
5,top,5,0,2,0.915
5,top,-5,0,3,0.04
5,top,-4,0,3,0.068
5,top,-3,0,3,0.111
5,top,-2,0,3,0.176
5,top,-1,0,3,0.267
5,top,0,0,3,0.385
5,top,1,0,3,0.515
5,top,2,0,3,0.638
5,top,3,0,3,0.744
5,top,4,0,3,0.828
5,top,5,0,3,0.888
5,top,-5,0,4,0.037
5,top,-4,0,4,0.063
5,top,-3,0,4,0.105
5,top,-2,0,4,0.168
5,top,-1,0,4,0.258
5,top,0,0,4,0.377
5,top,1,0,4,0.52
5,top,2,0,4,0.657
5,top,3,0,4,0.769
5,top,4,0,4,0.851
5,top,5,0,4,0.908
5,top,-5,0,5,0.032
5,top,-4,0,5,0.055
5,top,-3,0,5,0.092
5,top,-2,0,5,0.148
5,top,-1,0,5,0.228
5,top,0,0,5,0.336
5,top,1,0,5,0.467
5,top,2,0,5,0.599
5,top,3,0,5,0.714
5,top,4,0,5,0.806
5,top,5,0,5,0.874
5,top,-5,0,6,0.029
5,top,-4,0,6,0.051
5,top,-3,0,6,0.084
5,top,-2,0,6,0.136
5,top,-1,0,6,0.212
5,top,0,0,6,0.314
5,top,1,0,6,0.439
5,top,2,0,6,0.572
5,top,3,0,6,0.693
5,top,4,0,6,0.791
5,top,5,0,6,0.864
5,top,-5,0,7,0.027
5,top,-4,0,7,0.047
5,top,-3,0,7,0.078
5,top,-2,0,7,0.126
5,top,-1,0,7,0.195
5,top,0,0,7,0.29
5,top,1,0,7,0.406
5,top,2,0,7,0.531
5,top,3,0,7,0.649
5,top,4,0,7,0.75
5,top,5,0,7,0.831
5,top,-5,1,0,0.061
5,top,-4,1,0,0.102
5,top,-3,1,0,0.165
5,top,-2,1,0,0.256
5,top,-1,1,0,0.379
5,top,0,1,0,0.53
5,top,1,1,0,0.676
5,top,2,1,0,0.789
5,top,3,1,0,0.868
5,top,4,1,0,0.921
5,top,5,1,0,0.954
5,top,-5,1,1,0.056
5,top,-4,1,1,0.094
5,top,-3,1,1,0.153
5,top,-2,1,1,0.238
5,top,-1,1,1,0.353
5,top,0,1,1,0.497
5,top,1,1,1,0.64
5,top,2,1,1,0.756
5,top,3,1,1,0.843
5,top,4,1,1,0.903
5,top,5,1,1,0.942
5,top,-5,1,2,0.052
5,top,-4,1,2,0.088
5,top,-3,1,2,0.143
5,top,-2,1,2,0.224
5,top,-1,1,2,0.334
5,top,0,1,2,0.473
5,top,1,1,2,0.617
5,top,2,1,2,0.739
5,top,3,1,2,0.83
5,top,4,1,2,0.895
5,top,5,1,2,0.937
5,top,-5,1,3,0.05
5,top,-4,1,3,0.083
5,top,-3,1,3,0.136
5,top,-2,1,3,0.212
5,top,-1,1,3,0.317
5,top,0,1,3,0.45
5,top,1,1,3,0.589
5,top,2,1,3,0.708
5,top,3,1,3,0.803
5,top,4,1,3,0.873
5,top,5,1,3,0.921
5,top,-5,1,4,0.045
5,top,-4,1,4,0.076
5,top,-3,1,4,0.124
5,top,-2,1,4,0.197
5,top,-1,1,4,0.298
5,top,0,1,4,0.429
5,top,1,1,4,0.575
5,top,2,1,4,0.707
5,top,3,1,4,0.809
5,top,4,1,4,0.881
5,top,5,1,4,0.928
5,top,-5,1,5,0.043
5,top,-4,1,5,0.073
5,top,-3,1,5,0.12
5,top,-2,1,5,0.189
5,top,-1,1,5,0.286
5,top,0,1,5,0.412
5,top,1,1,5,0.552
5,top,2,1,5,0.681
5,top,3,1,5,0.784
5,top,4,1,5,0.861
5,top,5,1,5,0.914
5,top,-5,1,6,0.039
5,top,-4,1,6,0.066
5,top,-3,1,6,0.109
5,top,-2,1,6,0.174
5,top,-1,1,6,0.264
5,top,0,1,6,0.383
5,top,1,1,6,0.518
5,top,2,1,6,0.648
5,top,3,1,6,0.757
5,top,4,1,6,0.841
5,top,5,1,6,0.9
5,top,-5,1,7,0.038
5,top,-4,1,7,0.065
5,top,-3,1,7,0.107
5,top,-2,1,7,0.169
5,top,-1,1,7,0.257
5,top,0,1,7,0.372
5,top,1,1,7,0.501
5,top,2,1,7,0.625
5,top,3,1,7,0.732
5,top,4,1,7,0.818
5,top,5,1,7,0.882
5,top,-5,2,0,0.065
5,top,-4,2,0,0.108
5,top,-3,2,0,0.174
5,top,-2,2,0,0.269
5,top,-1,2,0,0.396
5,top,0,2,0,0.551
5,top,1,2,0,0.699
5,top,2,2,0,0.808
5,top,3,2,0,0.883
5,top,4,2,0,0.932
5,top,5,2,0,0.961
5,top,-5,2,1,0.062
5,top,-4,2,1,0.104
5,top,-3,2,1,0.167
5,top,-2,2,1,0.259
5,top,-1,2,1,0.382
5,top,0,2,1,0.534
5,top,1,2,1,0.68
5,top,2,2,1,0.792
5,top,3,2,1,0.871
5,top,4,2,1,0.923
5,top,5,2,1,0.956
5,top,-5,2,2,0.059
5,top,-4,2,2,0.099
5,top,-3,2,2,0.161
5,top,-2,2,2,0.25
5,top,-1,2,2,0.37
5,top,0,2,2,0.519
5,top,1,2,2,0.666
5,top,2,2,2,0.781
5,top,3,2,2,0.864
5,top,4,2,2,0.918
5,top,5,2,2,0.953
5,top,-5,2,3,0.058
5,top,-4,2,3,0.097
5,top,-3,2,3,0.157
5,top,-2,2,3,0.244
5,top,-1,2,3,0.362
5,top,0,2,3,0.507
5,top,1,2,3,0.651
5,top,2,2,3,0.766
5,top,3,2,3,0.85
5,top,4,2,3,0.908
5,top,5,2,3,0.946
5,top,-5,2,4,0.058
5,top,-4,2,4,0.098
5,top,-3,2,4,0.158
5,top,-2,2,4,0.246
5,top,-1,2,4,0.366
5,top,0,2,4,0.514
5,top,1,2,4,0.661
5,top,2,2,4,0.778
5,top,3,2,4,0.862
5,top,4,2,4,0.917
5,top,5,2,4,0.952
5,top,-5,2,5,0.057
5,top,-4,2,5,0.095
5,top,-3,2,5,0.154
5,top,-2,2,5,0.239
5,top,-1,2,5,0.355
5,top,0,2,5,0.5
5,top,1,2,5,0.644
5,top,2,2,5,0.76
5,top,3,2,5,0.846
5,top,4,2,5,0.906
5,top,5,2,5,0.944
5,top,-5,2,6,0.055
5,top,-4,2,6,0.092
5,top,-3,2,6,0.15
5,top,-2,2,6,0.233
5,top,-1,2,6,0.347
5,top,0,2,6,0.488
5,top,1,2,6,0.629
5,top,2,2,6,0.745
5,top,3,2,6,0.834
5,top,4,2,6,0.897
5,top,5,2,6,0.938
5,top,-5,2,7,0.053
5,top,-4,2,7,0.088
5,top,-3,2,7,0.143
5,top,-2,2,7,0.224
5,top,-1,2,7,0.333
5,top,0,2,7,0.469
5,top,1,2,7,0.608
5,top,2,2,7,0.724
5,top,3,2,7,0.814
5,top,4,2,7,0.88
5,top,5,2,7,0.926
5,bottom,-5,0,0,0.067
5,bottom,-4,0,0,0.111
5,bottom,-3,0,0,0.179
5,bottom,-2,0,0,0.277
5,bottom,-1,0,0,0.407
5,bottom,0,0,0,0.565
5,bottom,1,0,0,0.713
5,bottom,2,0,0,0.82
5,bottom,3,0,0,0.892
5,bottom,4,0,0,0.937
5,bottom,5,0,0,0.965
5,bottom,-5,0,1,0.09
5,bottom,-4,0,1,0.144
5,bottom,-3,0,1,0.223
5,bottom,-2,0,1,0.33
5,bottom,-1,0,1,0.462
5,bottom,0,0,1,0.612
5,bottom,1,0,1,0.746
5,bottom,2,0,1,0.841
5,bottom,3,0,1,0.905
5,bottom,4,0,1,0.945
5,bottom,5,0,1,0.969
5,bottom,-5,0,2,0.1
5,bottom,-4,0,2,0.16
5,bottom,-3,0,2,0.245
5,bottom,-2,0,2,0.36
5,bottom,-1,0,2,0.501
5,bottom,0,0,2,0.649
5,bottom,1,0,2,0.772
5,bottom,2,0,2,0.859
5,bottom,3,0,2,0.917
5,bottom,4,0,2,0.952
5,bottom,5,0,2,0.973
5,bottom,-5,0,3,0.13
5,bottom,-4,0,3,0.199
5,bottom,-3,0,3,0.293
5,bottom,-2,0,3,0.409
5,bottom,-1,0,3,0.542
5,bottom,0,0,3,0.677
5,bottom,1,0,3,0.791
5,bottom,2,0,3,0.871
5,bottom,3,0,3,0.923
5,bottom,4,0,3,0.956
5,bottom,5,0,3,0.976
5,bottom,-5,0,4,0.108
5,bottom,-4,0,4,0.174
5,bottom,-3,0,4,0.267
5,bottom,-2,0,4,0.392
5,bottom,-1,0,4,0.543
5,bottom,0,0,4,0.69
5,bottom,1,0,4,0.802
5,bottom,2,0,4,0.88
5,bottom,3,0,4,0.93
5,bottom,4,0,4,0.96
5,bottom,5,0,4,0.978
5,bottom,-5,0,5,0.147
5,bottom,-4,0,5,0.223
5,bottom,-3,0,5,0.326
5,bottom,-2,0,5,0.453
5,bottom,-1,0,5,0.594
5,bottom,0,0,5,0.726
5,bottom,1,0,5,0.826
5,bottom,2,0,5,0.895
5,bottom,3,0,5,0.939
5,bottom,4,0,5,0.965
5,bottom,5,0,5,0.981
5,bottom,-5,0,6,0.158
5,bottom,-4,0,6,0.241
5,bottom,-3,0,6,0.35
5,bottom,-2,0,6,0.483
5,bottom,-1,0,6,0.623
5,bottom,0,0,6,0.747
5,bottom,1,0,6,0.84
5,bottom,2,0,6,0.904
5,bottom,3,0,6,0.944
5,bottom,4,0,6,0.968
5,bottom,5,0,6,0.983
5,bottom,-5,0,7,0.195
5,bottom,-4,0,7,0.286
5,bottom,-3,0,7,0.397
5,bottom,-2,0,7,0.524
5,bottom,-1,0,7,0.652
5,bottom,0,0,7,0.767
5,bottom,1,0,7,0.853
5,bottom,2,0,7,0.911
5,bottom,3,0,7,0.948
5,bottom,4,0,7,0.971
5,bottom,5,0,7,0.984
5,bottom,-5,1,0,0.054
5,bottom,-4,1,0,0.093
5,bottom,-3,1,0,0.154
5,bottom,-2,1,0,0.246
5,bottom,-1,1,0,0.373
5,bottom,0,1,0,0.536
5,bottom,1,1,0,0.692
5,bottom,2,1,0,0.806
5,bottom,3,1,0,0.883
5,bottom,4,1,0,0.932
5,bottom,5,1,0,0.962
5,bottom,-5,1,1,0.068
5,bottom,-4,1,1,0.114
5,bottom,-3,1,1,0.183
5,bottom,-2,1,1,0.282
5,bottom,-1,1,1,0.412
5,bottom,0,1,1,0.569
5,bottom,1,1,1,0.715
5,bottom,2,1,1,0.821
5,bottom,3,1,1,0.892
5,bottom,4,1,1,0.938
5,bottom,5,1,1,0.965
5,bottom,-5,1,2,0.075
5,bottom,-4,1,2,0.124
5,bottom,-3,1,2,0.198
5,bottom,-2,1,2,0.302
5,bottom,-1,1,2,0.437
5,bottom,0,1,2,0.593
5,bottom,1,1,2,0.733
5,bottom,2,1,2,0.833
5,bottom,3,1,2,0.9
5,bottom,4,1,2,0.942
5,bottom,5,1,2,0.968
5,bottom,-5,1,3,0.092
5,bottom,-4,1,3,0.148
5,bottom,-3,1,3,0.228
5,bottom,-2,1,3,0.335
5,bottom,-1,1,3,0.465
5,bottom,0,1,3,0.613
5,bottom,1,1,3,0.747
5,bottom,2,1,3,0.842
5,bottom,3,1,3,0.905
5,bottom,4,1,3,0.945
5,bottom,5,1,3,0.969
5,bottom,-5,1,4,0.085
5,bottom,-4,1,4,0.14
5,bottom,-3,1,4,0.223
5,bottom,-2,1,4,0.337
5,bottom,-1,1,4,0.484
5,bottom,0,1,4,0.639
5,bottom,1,1,4,0.767
5,bottom,2,1,4,0.856
5,bottom,3,1,4,0.915
5,bottom,4,1,4,0.951
5,bottom,5,1,4,0.973
5,bottom,-5,1,5,0.101
5,bottom,-4,1,5,0.162
5,bottom,-3,1,5,0.249
5,bottom,-2,1,5,0.365
5,bottom,-1,1,5,0.506
5,bottom,0,1,5,0.653
5,bottom,1,1,5,0.776
5,bottom,2,1,5,0.861
5,bottom,3,1,5,0.918
5,bottom,4,1,5,0.953
5,bottom,5,1,5,0.974
5,bottom,-5,1,6,0.117
5,bottom,-4,1,6,0.185
5,bottom,-3,1,6,0.28
5,bottom,-2,1,6,0.402
5,bottom,-1,1,6,0.542
5,bottom,0,1,6,0.681
5,bottom,1,1,6,0.795
5,bottom,2,1,6,0.874
5,bottom,3,1,6,0.925
5,bottom,4,1,6,0.957
5,bottom,5,1,6,0.976
5,bottom,-5,1,7,0.138
5,bottom,-4,1,7,0.21
5,bottom,-3,1,7,0.306
5,bottom,-2,1,7,0.423
5,bottom,-1,1,7,0.556
5,bottom,0,1,7,0.689
5,bottom,1,1,7,0.799
5,bottom,2,1,7,0.876
5,bottom,3,1,7,0.927
5,bottom,4,1,7,0.958
5,bottom,5,1,7,0.977
5,bottom,-5,2,0,0.046
5,bottom,-4,2,0,0.081
5,bottom,-3,2,0,0.138
5,bottom,-2,2,0,0.225
5,bottom,-1,2,0,0.349
5,bottom,0,2,0,0.514
5,bottom,1,2,0,0.677
5,bottom,2,2,0,0.795
5,bottom,3,2,0,0.876
5,bottom,4,2,0,0.928
5,bottom,5,2,0,0.96
5,bottom,-5,2,1,0.053
5,bottom,-4,2,1,0.091
5,bottom,-3,2,1,0.152
5,bottom,-2,2,1,0.243
5,bottom,-1,2,1,0.369
5,bottom,0,2,1,0.531
5,bottom,1,2,1,0.689
5,bottom,2,2,1,0.803
5,bottom,3,2,1,0.881
5,bottom,4,2,1,0.931
5,bottom,5,2,1,0.961
5,bottom,-5,2,2,0.056
5,bottom,-4,2,2,0.096
5,bottom,-3,2,2,0.16
5,bottom,-2,2,2,0.254
5,bottom,-1,2,2,0.384
5,bottom,0,2,2,0.547
5,bottom,1,2,2,0.7
5,bottom,2,2,2,0.811
5,bottom,3,2,2,0.886
5,bottom,4,2,2,0.934
5,bottom,5,2,2,0.963
5,bottom,-5,2,3,0.064
5,bottom,-4,2,3,0.108
5,bottom,-3,2,3,0.175
5,bottom,-2,2,3,0.271
5,bottom,-1,2,3,0.399
5,bottom,0,2,3,0.558
5,bottom,1,2,3,0.708
5,bottom,2,2,3,0.816
5,bottom,3,2,3,0.889
5,bottom,4,2,3,0.936
5,bottom,5,2,3,0.964
5,bottom,-5,2,4,0.057
5,bottom,-4,2,4,0.098
5,bottom,-3,2,4,0.162
5,bottom,-2,2,4,0.258
5,bottom,-1,2,4,0.39
5,bottom,0,2,4,0.553
5,bottom,1,2,4,0.705
5,bottom,2,2,4,0.814
5,bottom,3,2,4,0.888
5,bottom,4,2,4,0.935
5,bottom,5,2,4,0.964
5,bottom,-5,2,5,0.066
5,bottom,-4,2,5,0.111
5,bottom,-3,2,5,0.179
5,bottom,-2,2,5,0.277
5,bottom,-1,2,5,0.408
5,bottom,0,2,5,0.566
5,bottom,1,2,5,0.714
5,bottom,2,2,5,0.82
5,bottom,3,2,5,0.892
5,bottom,4,2,5,0.937
5,bottom,5,2,5,0.965
5,bottom,-5,2,6,0.073
5,bottom,-4,2,6,0.121
5,bottom,-3,2,6,0.193
5,bottom,-2,2,6,0.294
5,bottom,-1,2,6,0.423
5,bottom,0,2,6,0.577
5,bottom,1,2,6,0.721
5,bottom,2,2,6,0.824
5,bottom,3,2,6,0.894
5,bottom,4,2,6,0.939
5,bottom,5,2,6,0.966
5,bottom,-5,2,7,0.087
5,bottom,-4,2,7,0.139
5,bottom,-3,2,7,0.215
5,bottom,-2,2,7,0.317
5,bottom,-1,2,7,0.444
5,bottom,0,2,7,0.594
5,bottom,1,2,7,0.733
5,bottom,2,2,7,0.832
5,bottom,3,2,7,0.899
5,bottom,4,2,7,0.942
5,bottom,5,2,7,0.967
6,top,-5,0,0,0.042
6,top,-4,0,0,0.074
6,top,-3,0,0,0.128
6,top,-2,0,0,0.211
6,top,-1,0,0,0.333
6,top,0,0,0,0.5
6,top,1,0,0,0.667
6,top,2,0,0,0.789
6,top,3,0,0,0.872
6,top,4,0,0,0.926
6,top,5,0,0,0.958
6,top,-5,0,1,0.036
6,top,-4,0,1,0.065
6,top,-3,0,1,0.112
6,top,-2,0,1,0.187
6,top,-1,0,1,0.296
6,top,0,0,1,0.447
6,top,1,0,1,0.607
6,top,2,0,1,0.735
6,top,3,0,1,0.832
6,top,4,0,1,0.898
6,top,5,0,1,0.94
6,top,-5,0,2,0.032
6,top,-4,0,2,0.057
6,top,-3,0,2,0.099
6,top,-2,0,2,0.165
6,top,-1,0,2,0.265
6,top,0,0,2,0.406
6,top,1,0,2,0.567
6,top,2,0,2,0.708
6,top,3,0,2,0.813
6,top,4,0,2,0.886
6,top,5,0,2,0.933
6,top,-5,0,3,0.029
6,top,-4,0,3,0.052
6,top,-3,0,3,0.091
6,top,-2,0,3,0.152
6,top,-1,0,3,0.244
6,top,0,0,3,0.373
6,top,1,0,3,0.52
6,top,2,0,3,0.654
6,top,3,0,3,0.765
6,top,4,0,3,0.849
6,top,5,0,3,0.907
6,top,-5,0,4,0.026
6,top,-4,0,4,0.047
6,top,-3,0,4,0.083
6,top,-2,0,4,0.142
6,top,-1,0,4,0.231
6,top,0,0,4,0.36
6,top,1,0,4,0.523
6,top,2,0,4,0.679
6,top,3,0,4,0.795
6,top,4,0,4,0.876
6,top,5,0,4,0.928
6,top,-5,0,5,0.023
6,top,-4,0,5,0.041
6,top,-3,0,5,0.073
6,top,-2,0,5,0.124
6,top,-1,0,5,0.203
6,top,0,0,5,0.318
6,top,1,0,5,0.465
6,top,2,0,5,0.613
6,top,3,0,5,0.736
6,top,4,0,5,0.829
6,top,5,0,5,0.894
6,top,-5,0,6,0.021
6,top,-4,0,6,0.038
6,top,-3,0,6,0.066
6,top,-2,0,6,0.114
6,top,-1,0,6,0.187
6,top,0,0,6,0.294
6,top,1,0,6,0.432
6,top,2,0,6,0.582
6,top,3,0,6,0.714
6,top,4,0,6,0.815
6,top,5,0,6,0.885
6,top,-5,0,7,0.019
6,top,-4,0,7,0.035
6,top,-3,0,7,0.061
6,top,-2,0,7,0.105
6,top,-1,0,7,0.172
6,top,0,0,7,0.271
6,top,1,0,7,0.399
6,top,2,0,7,0.536
6,top,3,0,7,0.663
6,top,4,0,7,0.77
6,top,5,0,7,0.851
6,top,-5,1,0,0.045
6,top,-4,1,0,0.081
6,top,-3,1,0,0.138
6,top,-2,1,0,0.228
6,top,-1,1,0,0.357
6,top,0,1,0,0.533
